CustomerID,min_recency,max_recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,Segmented
12841,4.0,371.0,25,3962.76,1,1,1,111,Best Customer
12842,70.0,308.0,2,1118.99,3,3,2,332,Need More Treatment
12843,65.0,264.0,8,1680.7600000000002,3,1,1,311,Almost Lost Customer
12844,29.0,130.0,2,325.96000000000004,2,3,3,233,Need More Treatment
12845,267.0,290.0,4,354.09,4,2,3,423,Potential Customer
12847,22.0,22.0,1,843.6399999999999,2,4,2,242,Need More Treatment
12849,31.0,268.0,2,992.65,2,3,2,232,Need More Treatment
12851,96.0,96.0,1,131.80999999999997,3,4,4,344,Need More Treatment
12852,294.0,294.0,1,299.75,4,4,3,443,Need More Treatment
12853,134.0,315.0,6,1881.7,3,1,1,311,Almost Lost Customer
12854,78.0,318.0,3,1299.55,3,2,2,322,Potential Customer
12855,372.0,372.0,1,38.1,4,4,4,444,Lost Cheap Customer
12856,7.0,63.0,6,2153.53,1,1,1,111,Best Customer
12857,210.0,302.0,2,1106.4,4,3,2,432,Need More Treatment
12863,52.0,52.0,1,521.2,3,4,3,343,Need More Treatment
12864,138.0,138.0,1,147.12,3,4,4,344,Need More Treatment
12865,26.0,123.0,2,1568.2299999999996,2,3,2,232,Need More Treatment
12866,283.0,283.0,1,499.11999999999995,4,4,3,443,Need More Treatment
12867,26.0,360.0,7,3976.34,2,1,1,211,Potential Big Spender
12868,185.0,373.0,6,1607.06,4,1,2,412,Need More Treatment
12871,84.0,207.0,2,380.64,3,3,3,333,Need More Treatment
12872,326.0,365.0,2,599.97,4,3,3,433,Need More Treatment
12873,282.0,282.0,1,374.0,4,4,3,443,Need More Treatment
12875,143.0,362.0,2,343.2300000000001,4,3,3,433,Need More Treatment
12876,57.0,196.0,2,2053.0200000000004,3,3,1,331,Need More Treatment
12877,3.0,358.0,12,1535.77,1,1,2,112,Need More Treatment
12878,236.0,266.0,2,841.6399999999999,4,3,2,432,Need More Treatment
12879,44.0,91.0,3,573.22,2,2,3,223,Potential Customer
12881,275.0,275.0,1,298.0,4,4,4,444,Lost Cheap Customer
12882,9.0,33.0,2,1463.04,1,3,2,132,Need More Treatment
12883,24.0,89.0,4,703.4700000000001,2,2,2,222,Normal Customer
12884,88.0,88.0,1,309.05000000000007,3,4,3,343,Need More Treatment
12885,63.0,123.0,3,1158.27,3,2,2,322,Potential Customer
12886,67.0,219.0,2,1351.0900000000001,3,3,2,332,Need More Treatment
12888,214.0,255.0,2,313.77,4,3,3,433,Need More Treatment
12890,24.0,24.0,1,376.7199999999999,2,4,3,243,Need More Treatment
12891,185.0,292.0,3,331.0,4,2,3,423,Potential Customer
12893,30.0,30.0,1,176.55,2,4,4,244,Need More Treatment
12895,42.0,86.0,2,347.29999999999995,2,3,3,233,Need More Treatment
12897,204.0,301.0,2,216.5,4,3,4,434,Need More Treatment
12901,8.0,270.0,28,17130.339999999997,1,1,1,111,Best Customer
12902,264.0,264.0,1,138.68,4,4,4,444,Lost Cheap Customer
12904,18.0,172.0,2,496.05999999999995,2,3,3,233,Need More Treatment
12906,11.0,78.0,5,2919.8099999999995,1,2,1,121,Potential Big Spender
12908,176.0,312.0,2,750.0,4,3,2,432,Need More Treatment
12909,39.0,253.0,5,2171.28,2,2,1,221,Potential Big Spender
12910,23.0,241.0,8,3075.0400000000004,2,1,1,211,Potential Big Spender
12912,2.0,40.0,5,1662.3000000000002,1,2,1,121,Potential Big Spender
12913,4.0,368.0,5,2483.63,1,2,1,121,Potential Big Spender
12915,148.0,372.0,2,363.65,4,3,3,433,Need More Treatment
12916,138.0,320.0,4,2944.95,3,2,1,321,Potential Big Spender
12917,128.0,128.0,1,594.0,3,4,3,343,Need More Treatment
12919,8.0,169.0,6,1319.29,1,1,2,112,Need More Treatment
12920,17.0,17.0,1,162.78000000000003,1,4,4,144,Need More Treatment
12921,9.0,373.0,37,16578.390000000003,1,1,1,111,Best Customer
12922,161.0,161.0,1,405.38,4,4,3,443,Need More Treatment
12923,64.0,64.0,1,171.57,3,4,4,344,Need More Treatment
12924,88.0,327.0,4,925.75,3,2,2,322,Potential Customer
12925,4.0,74.0,2,694.05,1,3,2,132,Need More Treatment
12928,35.0,359.0,5,2062.7,2,2,1,221,Potential Big Spender
12929,311.0,311.0,1,102.9,4,4,4,444,Lost Cheap Customer
12930,78.0,171.0,2,412.85,3,3,3,333,Need More Treatment
12931,21.0,357.0,15,42055.95999999999,2,1,1,211,Potential Big Spender
12933,24.0,283.0,3,607.53,2,2,3,223,Potential Customer
12935,2.0,319.0,7,2160.7,1,1,1,111,Best Customer
12936,17.0,78.0,4,1063.9,1,2,2,122,Potential Customer
12937,15.0,267.0,4,1504.2699999999995,1,2,2,122,Potential Customer
12938,25.0,25.0,1,114.14,2,4,4,244,Need More Treatment
12939,64.0,334.0,8,11581.800000000001,3,1,1,311,Almost Lost Customer
12940,54.0,87.0,2,863.69,3,3,2,332,Need More Treatment
12942,131.0,365.0,3,675.5999999999999,3,2,2,322,Potential Customer
12944,35.0,354.0,2,604.51,2,3,3,233,Need More Treatment
12945,288.0,288.0,1,462.95000000000005,4,4,3,443,Need More Treatment
12947,143.0,373.0,6,1407.29,4,1,2,412,Need More Treatment
12948,16.0,264.0,7,2064.95,1,1,1,111,Best Customer
12949,30.0,252.0,8,4143.0199999999995,2,1,1,211,Potential Big Spender
12950,2.0,24.0,3,1843.0,1,2,1,121,Potential Big Spender
12951,8.0,330.0,6,1050.5700000000002,1,1,2,112,Need More Treatment
12952,5.0,78.0,4,1387.79,1,2,2,122,Potential Customer
12953,9.0,9.0,1,329.84999999999997,1,4,3,143,Need More Treatment
12955,1.0,267.0,11,4754.21,1,1,1,111,Best Customer
12956,306.0,306.0,1,108.07,4,4,4,444,Lost Cheap Customer
12957,9.0,339.0,8,3979.0400000000004,1,1,1,111,Best Customer
12962,7.0,113.0,2,266.39000000000004,1,3,4,134,Need More Treatment
12963,8.0,365.0,8,1856.6300000000003,1,1,1,111,Best Customer
12965,89.0,89.0,1,769.8099999999997,3,4,2,342,Need More Treatment
12966,9.0,9.0,1,160.18,1,4,4,144,Need More Treatment
12967,358.0,371.0,2,1204.3000000000002,4,3,2,432,Need More Treatment
12968,112.0,112.0,1,135.95,3,4,4,344,Need More Treatment
12970,7.0,322.0,4,405.46999999999986,1,2,3,123,Potential Customer
12971,3.0,372.0,86,10969.759999999997,1,1,1,111,Best Customer
12974,197.0,197.0,1,144.8,4,4,4,444,Lost Cheap Customer
12976,211.0,211.0,1,738.6,4,4,2,442,Need More Treatment
12977,156.0,156.0,1,39.24,4,4,4,444,Lost Cheap Customer
12980,157.0,358.0,9,7305.150000000001,4,1,1,411,Lost Customer
12981,29.0,133.0,2,372.22,2,3,3,233,Need More Treatment
12982,242.0,242.0,1,377.19999999999993,4,4,3,443,Need More Treatment
12984,18.0,18.0,1,97.5,2,4,4,244,Need More Treatment
12985,0.0,28.0,2,1215.62,1,3,2,132,Need More Treatment
12987,73.0,197.0,2,545.0,3,3,3,333,Need More Treatment
12988,292.0,292.0,1,505.82,4,4,3,443,Need More Treatment
12989,3.0,364.0,15,6922.009999999999,1,1,1,111,Best Customer
12990,31.0,310.0,3,409.5,2,2,3,223,Potential Customer
12991,23.0,112.0,2,503.76,2,3,3,233,Need More Treatment
12993,23.0,298.0,4,414.76000000000005,2,2,3,223,Potential Customer
12994,4.0,268.0,3,921.2700000000001,1,2,2,122,Potential Customer
12995,85.0,85.0,1,200.72,3,4,4,344,Need More Treatment
12997,22.0,317.0,4,1201.6899999999998,2,2,2,222,Normal Customer
12999,196.0,245.0,3,455.87999999999994,4,2,3,423,Potential Customer
13000,106.0,364.0,3,534.85,3,2,3,323,Potential Customer
13001,4.0,326.0,13,9766.32,1,1,1,111,Best Customer
13002,318.0,318.0,1,120.94999999999999,4,4,4,444,Lost Cheap Customer
13003,105.0,214.0,3,149.05,3,2,4,324,Potential Customer
13004,11.0,357.0,18,5629.23,1,1,1,111,Best Customer
13005,173.0,246.0,2,468.95000000000005,4,3,3,433,Need More Treatment
13006,56.0,56.0,1,81.57,3,4,4,344,Need More Treatment
13008,323.0,323.0,1,229.47000000000003,4,4,4,444,Lost Cheap Customer
13011,372.0,372.0,1,50.550000000000004,4,4,4,444,Lost Cheap Customer
13012,9.0,294.0,8,1341.52,1,1,2,112,Need More Treatment
13013,1.0,371.0,13,4809.490000000001,1,1,1,111,Best Customer
13014,10.0,281.0,10,3419.58,1,1,1,111,Best Customer
13015,53.0,249.0,5,3339.6399999999994,3,2,1,321,Potential Big Spender
13016,73.0,123.0,3,789.8899999999999,3,2,2,322,Potential Customer
13017,7.0,7.0,1,204.0,1,4,4,144,Need More Treatment
13018,16.0,295.0,28,7272.749999999999,1,1,1,111,Best Customer
13021,4.0,358.0,9,2611.43,1,1,1,111,Best Customer
13023,64.0,129.0,2,599.9000000000001,3,3,3,333,Need More Treatment
13026,1.0,275.0,5,958.77,1,2,2,122,Potential Customer
13027,113.0,354.0,6,6912.0,3,1,1,311,Almost Lost Customer
13028,22.0,45.0,2,659.68,2,3,2,232,Need More Treatment
13029,30.0,353.0,3,1247.5,2,2,2,222,Normal Customer
13030,11.0,368.0,2,752.44,1,3,2,132,Need More Treatment
13032,52.0,87.0,2,1010.18,3,3,2,332,Need More Treatment
13033,357.0,357.0,1,190.54999999999998,4,4,4,444,Lost Cheap Customer
13034,54.0,369.0,2,642.7700000000001,3,3,3,333,Need More Treatment
13035,73.0,260.0,2,887.1300000000001,3,3,2,332,Need More Treatment
13037,138.0,256.0,3,881.0699999999999,3,2,2,322,Potential Customer
13038,80.0,290.0,3,908.46,3,2,2,322,Potential Customer
13040,8.0,33.0,2,676.99,1,3,2,132,Need More Treatment
13043,273.0,273.0,1,471.57000000000005,4,4,3,443,Need More Treatment
13044,291.0,291.0,1,560.4700000000001,4,4,3,443,Need More Treatment
13045,99.0,99.0,1,305.28,3,4,3,343,Need More Treatment
13046,30.0,266.0,2,629.31,2,3,3,233,Need More Treatment
13047,56.0,373.0,9,3142.9,3,1,1,311,Almost Lost Customer
13048,14.0,327.0,4,1819.41,1,2,1,121,Potential Big Spender
13049,64.0,318.0,2,656.6800000000001,3,3,2,332,Need More Treatment
13050,14.0,366.0,17,5790.509999999999,1,1,1,111,Best Customer
13052,212.0,212.0,1,348.15000000000003,4,4,3,443,Need More Treatment
13055,78.0,213.0,3,1201.96,3,2,2,322,Potential Customer
13058,24.0,151.0,3,271.4,2,2,4,224,Potential Customer
13059,249.0,249.0,1,183.4,4,4,4,444,Lost Cheap Customer
13060,253.0,253.0,1,307.53000000000003,4,4,3,443,Need More Treatment
13061,72.0,72.0,1,248.61,3,4,4,344,Need More Treatment
13062,191.0,191.0,1,346.98,4,4,3,443,Need More Treatment
13064,12.0,327.0,4,1105.59,1,2,2,122,Potential Customer
13065,373.0,373.0,1,205.85999999999999,4,4,4,444,Lost Cheap Customer
13066,24.0,32.0,2,430.90000000000003,2,3,3,233,Need More Treatment
13067,82.0,82.0,1,115.46000000000002,3,4,4,344,Need More Treatment
13068,10.0,319.0,2,344.0,1,3,3,133,Need More Treatment
13069,0.0,369.0,24,4330.159999999999,1,1,1,111,Best Customer
13070,192.0,192.0,1,228.8,4,4,4,444,Lost Cheap Customer
13072,266.0,266.0,1,177.14999999999998,4,4,4,444,Lost Cheap Customer
13075,129.0,129.0,1,919.61,3,4,2,342,Need More Treatment
13077,1.0,366.0,4,728.0200000000001,1,2,2,122,Potential Customer
13078,3.0,366.0,26,12536.289999999999,1,1,1,111,Best Customer
13079,4.0,140.0,5,220.10000000000002,1,2,4,124,Potential Customer
13080,179.0,179.0,1,58.08,4,4,4,444,Lost Cheap Customer
13081,11.0,371.0,11,28115.829999999994,1,1,1,111,Best Customer
13082,126.0,338.0,9,3595.4799999999996,3,1,1,311,Almost Lost Customer
13083,4.0,75.0,2,303.75,1,3,3,133,Need More Treatment
13085,157.0,295.0,2,272.38,4,3,4,434,Need More Treatment
13089,2.0,369.0,97,58649.18,1,1,1,111,Best Customer
13090,8.0,372.0,13,8704.089999999998,1,1,1,111,Best Customer
13091,28.0,28.0,1,319.82,2,4,3,243,Need More Treatment
13092,70.0,359.0,5,459.83,3,2,3,323,Potential Customer
13093,275.0,373.0,8,7818.78,4,1,1,411,Lost Customer
13094,21.0,368.0,12,1927.3200000000004,2,1,1,211,Potential Big Spender
13095,70.0,70.0,1,74.4,3,4,4,344,Need More Treatment
13097,32.0,360.0,10,5979.72,2,1,1,211,Potential Big Spender
13098,1.0,317.0,28,28828.74,1,1,1,111,Best Customer
13099,99.0,99.0,1,207.35999999999999,3,4,4,344,Need More Treatment
13101,234.0,234.0,1,101.18999999999998,4,4,4,444,Lost Cheap Customer
13102,1.0,365.0,24,6365.59,1,1,1,111,Best Customer
13103,39.0,39.0,1,243.94,2,4,4,244,Need More Treatment
13104,3.0,354.0,6,1098.48,1,1,2,112,Need More Treatment
13106,133.0,133.0,1,59.5,3,4,4,344,Need More Treatment
13107,44.0,333.0,4,1524.07,2,2,2,222,Normal Customer
13108,372.0,372.0,1,350.05999999999995,4,4,3,443,Need More Treatment
13109,59.0,157.0,2,781.5900000000001,3,3,2,332,Need More Treatment
13110,31.0,311.0,7,1456.87,2,1,2,212,Potential Customer
13113,0.0,366.0,24,12068.839999999997,1,1,1,111,Best Customer
13115,11.0,184.0,4,2244.63,1,2,1,121,Potential Big Spender
13116,138.0,138.0,1,485.19000000000005,3,4,3,343,Need More Treatment
13117,21.0,372.0,8,984.91,2,1,2,212,Potential Customer
13118,19.0,288.0,5,1138.41,2,2,2,222,Normal Customer
13120,238.0,238.0,1,30.599999999999998,4,4,4,444,Lost Cheap Customer
13121,269.0,269.0,1,254.7299999999999,4,4,4,444,Lost Cheap Customer
13122,94.0,240.0,2,922.3900000000002,3,3,2,332,Need More Treatment
13124,89.0,359.0,3,3756.330000000001,3,2,1,321,Potential Big Spender
13126,4.0,366.0,8,2056.29,1,1,1,111,Best Customer
13127,77.0,77.0,1,259.16999999999996,3,4,4,344,Need More Treatment
13130,94.0,94.0,1,64.0,3,4,4,344,Need More Treatment
13131,23.0,187.0,3,1047.8,2,2,2,222,Normal Customer
13132,261.0,261.0,1,77.3,4,4,4,444,Lost Cheap Customer
13133,273.0,304.0,2,109.8,4,3,4,434,Need More Treatment
13134,85.0,240.0,4,1740.63,3,2,1,321,Potential Big Spender
13135,196.0,196.0,1,3096.0,4,4,1,441,Need More Treatment
13136,56.0,212.0,5,2590.56,3,2,1,321,Potential Big Spender
13137,10.0,308.0,8,3603.2900000000004,1,1,1,111,Best Customer
13138,22.0,372.0,6,962.3900000000001,2,1,2,212,Potential Customer
13139,16.0,259.0,7,5058.6900000000005,1,1,1,111,Best Customer
13140,108.0,366.0,3,422.46999999999997,3,2,3,323,Potential Customer
13141,84.0,315.0,5,2385.8,3,2,1,321,Potential Big Spender
13142,19.0,19.0,1,307.0899999999999,2,4,3,243,Need More Treatment
13144,332.0,332.0,1,110.94999999999999,4,4,4,444,Lost Cheap Customer
13145,39.0,372.0,4,614.77,2,2,3,223,Potential Customer
13146,26.0,26.0,1,228.91,2,4,4,244,Need More Treatment
13147,10.0,99.0,4,712.8000000000001,1,2,2,122,Potential Customer
13148,29.0,364.0,12,3546.37,2,1,1,211,Potential Big Spender
13149,14.0,289.0,4,1676.06,1,2,1,121,Potential Big Spender
13151,295.0,295.0,1,1250.3700000000003,4,4,2,442,Need More Treatment
13153,5.0,5.0,1,486.22,1,4,3,143,Need More Treatment
13155,33.0,368.0,4,971.7599999999998,2,2,2,222,Normal Customer
13157,49.0,298.0,4,1723.2199999999998,2,2,1,221,Potential Big Spender
13158,94.0,318.0,4,1201.06,3,2,2,322,Potential Customer
13159,8.0,115.0,4,1371.25,1,2,2,122,Potential Customer
13160,22.0,22.0,1,91.8,2,4,4,244,Need More Treatment
13161,313.0,313.0,1,112.75,4,4,4,444,Lost Cheap Customer
13162,122.0,334.0,4,1644.9899999999998,3,2,1,321,Potential Big Spender
13165,46.0,351.0,2,1021.4799999999999,2,3,2,232,Need More Treatment
13166,283.0,283.0,1,414.69999999999993,4,4,3,443,Need More Treatment
13167,18.0,143.0,4,779.33,2,2,2,222,Normal Customer
13168,36.0,318.0,4,1293.6399999999999,2,2,2,222,Normal Customer
13169,63.0,252.0,2,712.8799999999999,3,3,2,332,Need More Treatment
13170,26.0,26.0,1,108.81000000000002,2,4,4,244,Need More Treatment
13171,21.0,299.0,3,468.40999999999997,2,2,3,223,Potential Customer
13173,4.0,367.0,2,353.65,1,3,3,133,Need More Treatment
13174,16.0,369.0,3,2738.82,1,2,1,121,Potential Big Spender
13176,46.0,46.0,1,481.49000000000007,2,4,3,243,Need More Treatment
13177,64.0,64.0,1,282.45,3,4,4,344,Need More Treatment
13178,26.0,360.0,11,5725.469999999999,2,1,1,211,Potential Big Spender
13182,45.0,45.0,1,121.17999999999999,2,4,4,244,Need More Treatment
13183,7.0,334.0,9,3957.7800000000007,1,1,1,111,Best Customer
13184,14.0,290.0,10,1645.4499999999998,1,1,1,111,Best Customer
13185,267.0,267.0,1,71.4,4,4,4,444,Lost Cheap Customer
13186,39.0,128.0,3,1554.84,2,2,2,222,Normal Customer
13187,337.0,337.0,1,236.01999999999995,4,4,4,444,Lost Cheap Customer
13188,11.0,11.0,1,114.60000000000001,1,4,4,144,Need More Treatment
13189,18.0,115.0,2,260.68,2,3,4,234,Need More Treatment
13192,95.0,205.0,2,911.94,3,3,2,332,Need More Treatment
13193,61.0,61.0,1,112.08,3,4,4,344,Need More Treatment
13194,135.0,135.0,1,60.7,3,4,4,344,Need More Treatment
13196,11.0,262.0,4,1797.7800000000007,1,2,1,121,Potential Big Spender
13198,10.0,361.0,6,3386.0400000000004,1,1,1,111,Best Customer
13199,3.0,366.0,37,9788.96,1,1,1,111,Best Customer
13200,19.0,126.0,4,870.0900000000001,2,2,2,222,Normal Customer
13203,9.0,242.0,4,869.46,1,2,2,122,Potential Customer
13207,15.0,150.0,2,250.26000000000005,1,3,4,134,Need More Treatment
13208,59.0,309.0,5,1193.17,3,2,2,322,Potential Customer
13209,30.0,361.0,8,5834.36,2,1,1,211,Potential Big Spender
13210,93.0,93.0,1,353.47999999999996,3,4,3,343,Need More Treatment
13211,10.0,361.0,3,1095.42,1,2,2,122,Potential Customer
13212,19.0,61.0,3,779.3299999999998,2,2,2,222,Normal Customer
13213,56.0,199.0,5,1518.4299999999998,3,2,2,322,Potential Customer
13216,267.0,267.0,1,333.74,4,4,3,443,Need More Treatment
13217,122.0,156.0,3,133.62,3,2,4,324,Potential Customer
13218,127.0,127.0,1,62.64,3,4,4,344,Need More Treatment
13220,78.0,236.0,4,819.29,3,2,2,322,Potential Customer
13221,240.0,359.0,2,844.8600000000001,4,3,2,432,Need More Treatment
13223,200.0,232.0,2,163.20000000000002,4,3,4,434,Need More Treatment
13224,60.0,151.0,2,2147.8500000000004,3,3,1,331,Need More Treatment
13225,3.0,361.0,7,6190.140000000001,1,1,1,111,Best Customer
13226,273.0,273.0,1,108.21000000000001,4,4,4,444,Lost Cheap Customer
13227,201.0,201.0,1,257.7,4,4,4,444,Lost Cheap Customer
13228,81.0,81.0,1,358.0,3,4,3,343,Need More Treatment
13229,225.0,225.0,1,160.95,4,4,4,444,Lost Cheap Customer
13230,4.0,365.0,14,2755.63,1,1,1,111,Best Customer
13232,12.0,243.0,7,1327.75,1,1,2,112,Need More Treatment
13233,74.0,336.0,2,605.12,3,3,3,333,Need More Treatment
13235,212.0,212.0,1,1031.0699999999997,4,4,2,442,Need More Treatment
13236,24.0,106.0,2,727.2699999999999,2,3,2,232,Need More Treatment
13238,17.0,360.0,4,680.83,1,2,2,122,Potential Customer
13239,261.0,261.0,1,329.56,4,4,3,443,Need More Treatment
13240,96.0,365.0,4,648.6999999999999,3,2,3,323,Potential Customer
13242,112.0,213.0,3,270.4,3,2,4,324,Potential Customer
13243,203.0,203.0,1,585.1200000000001,4,4,3,443,Need More Treatment
13244,92.0,92.0,1,121.74000000000001,3,4,4,344,Need More Treatment
13245,50.0,50.0,1,430.5,2,4,3,243,Need More Treatment
13246,18.0,330.0,6,1961.5200000000002,2,1,1,211,Potential Big Spender
13247,17.0,82.0,4,501.11999999999995,1,2,3,123,Potential Customer
13248,124.0,189.0,2,465.67999999999995,3,3,3,333,Need More Treatment
13249,92.0,261.0,3,711.4100000000001,3,2,2,322,Potential Customer
13253,156.0,339.0,2,1030.4,4,3,2,432,Need More Treatment
13255,9.0,373.0,2,390.65999999999997,1,3,3,133,Need More Treatment
13256,14.0,14.0,1,0.0,1,4,4,144,Need More Treatment
13258,11.0,205.0,3,672.83,1,2,2,122,Potential Customer
13259,61.0,61.0,1,283.1799999999999,3,4,4,344,Need More Treatment
13260,61.0,61.0,1,557.6200000000001,3,4,3,343,Need More Treatment
13261,268.0,285.0,2,944.1,4,3,2,432,Need More Treatment
13262,263.0,263.0,1,200.29000000000002,4,4,4,444,Lost Cheap Customer
13263,1.0,325.0,34,7411.71,1,1,1,111,Best Customer
13265,53.0,273.0,5,2092.66,3,2,1,321,Potential Big Spender
13266,11.0,256.0,12,3797.7099999999996,1,1,1,111,Best Customer
13267,2.0,366.0,19,4496.29,1,1,1,111,Best Customer
13268,17.0,267.0,10,3116.3600000000006,1,1,1,111,Best Customer
13269,1.0,369.0,15,5337.33,1,1,1,111,Best Customer
13270,366.0,366.0,1,590.0,4,4,3,443,Need More Treatment
13271,37.0,37.0,1,192.76999999999992,2,4,4,244,Need More Treatment
13272,31.0,89.0,2,276.56,2,3,4,234,Need More Treatment
13273,113.0,113.0,1,138.97999999999996,3,4,4,344,Need More Treatment
13276,63.0,99.0,2,590.9300000000001,3,3,3,333,Need More Treatment
13277,15.0,133.0,4,258.4,1,2,4,124,Potential Customer
13278,40.0,40.0,1,542.73,2,4,3,243,Need More Treatment
13279,78.0,78.0,1,126.30000000000001,3,4,4,344,Need More Treatment
13280,122.0,337.0,3,798.46,3,2,2,322,Potential Customer
13282,18.0,220.0,3,1089.09,2,2,2,222,Normal Customer
13283,59.0,185.0,2,93.66,3,3,4,334,Need More Treatment
13284,330.0,330.0,1,196.15,4,4,4,444,Lost Cheap Customer
13285,23.0,290.0,4,2709.1199999999994,2,2,1,221,Potential Big Spender
13291,155.0,155.0,1,361.10999999999996,4,4,3,443,Need More Treatment
13292,38.0,284.0,2,578.94,2,3,3,233,Need More Treatment
13294,189.0,249.0,2,873.74,4,3,2,432,Need More Treatment
13295,359.0,359.0,1,201.2,4,4,4,444,Lost Cheap Customer
13296,137.0,137.0,1,87.4,3,4,4,344,Need More Treatment
13297,7.0,67.0,4,2089.8500000000004,1,2,1,121,Potential Big Spender
13298,1.0,1.0,1,360.0,1,4,3,143,Need More Treatment
13299,268.0,268.0,1,142.5,4,4,4,444,Lost Cheap Customer
13300,169.0,169.0,1,365.2900000000001,4,4,3,443,Need More Treatment
13301,103.0,292.0,4,600.19,3,2,3,323,Potential Customer
13302,155.0,155.0,1,63.75,4,4,4,444,Lost Cheap Customer
13304,351.0,351.0,1,300.4199999999999,4,4,3,443,Need More Treatment
13305,4.0,372.0,10,2000.8600000000001,1,1,1,111,Best Customer
13307,120.0,120.0,1,15.0,3,4,4,344,Need More Treatment
13308,22.0,203.0,3,1369.71,2,2,2,222,Normal Customer
13309,7.0,308.0,5,1456.79,1,2,2,122,Potential Customer
13310,28.0,324.0,3,1083.63,2,2,2,222,Normal Customer
13311,4.0,150.0,2,598.57,1,3,3,133,Need More Treatment
13313,22.0,339.0,5,1555.32,2,2,2,222,Normal Customer
13314,1.0,73.0,3,693.2600000000002,1,2,2,122,Potential Customer
13316,37.0,254.0,4,5732.93,2,2,1,221,Potential Big Spender
13317,66.0,358.0,6,2143.87,3,1,1,311,Almost Lost Customer
13318,1.0,37.0,3,640.76,1,2,3,123,Potential Customer
13319,5.0,365.0,26,10799.900000000001,1,1,1,111,Best Customer
13320,78.0,213.0,4,1475.1999999999998,3,2,2,322,Potential Customer
13321,72.0,86.0,2,567.3599999999999,3,3,3,333,Need More Treatment
13322,17.0,17.0,1,199.48,1,4,4,144,Need More Treatment
13323,3.0,84.0,5,787.8499999999999,1,2,2,122,Potential Customer
13324,36.0,360.0,10,7121.95,2,1,1,211,Potential Big Spender
